All,SourceCountry,SourceCity,SourceAirport,DestCountry,DestCity,DestAirport,AirlineName,Sum of Flights
All Countries,United Kingdom,London,London Luton Airport,Others,Nice,Nice-Côte d'Azur Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Budapest,Budapest Liszt Ferenc International Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Pisa,Pisa International Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Catania,Catania-Fontanarossa Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Inverness,Inverness Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Connaught,Ireland West Knock Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Others,Keflavik,Keflavik International Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Dalaman,Dalaman International Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Others,Kerry,Kerry Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Others,Dortmund,Dortmund Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Lisbon,Humberto Delgado Airport (Lisbon Portela Airport),easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Dublin,Dublin Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Others,Marrakech,Menara Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Others,Edinburgh,Edinburgh Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Montpellier,Montpellier-Méditerranée Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Alghero,Alghero-Fertilia Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Others,Nimes,Nîmes-Arles-Camargue Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Others,Geneva,Geneva Cointrin International Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Paris,Charles de Gaulle International Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Rzeszow,Rzeszów-Jasionka Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Others,Antalya,Antalya International Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Others,Tel-aviv,Ben Gurion International Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Glasgow,Glasgow International Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Venice,Venice Marco Polo Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Hamburg,Hamburg Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Aberdeen,Aberdeen Dyce Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Others,Heraklion,Heraklion International Nikos Kazantzakis Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Tenerife,Tenerife South Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Tenerife,Tenerife South Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Palma de Mallorca,Palma De Mallorca Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Palma de Mallorca,Palma De Mallorca Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Malaga,Málaga Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Malaga,Málaga Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Arrecife,Lanzarote Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Arrecife,Lanzarote Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Reus,Reus Air Base,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Reus,Reus Air Base,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Fuerteventura,Fuerteventura Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Fuerteventura,Fuerteventura Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Gran Canaria,Gran Canaria Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Gran Canaria,Gran Canaria Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Ibiza,Ibiza Airport,Transavia France,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Ibiza,Ibiza Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Alicante,Alicante International Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Gerona,Girona Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Madrid,Adolfo Suárez Madrid–Barajas Airport,easyJet,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Murcia,San Javier Airport,Ryanair,1
All Countries,United Kingdom,London,London Luton Airport,Spain,Barcelona,Barcelona International Airport,easyJet,1
All Countries,United Kingdom,London,London City Airport,Others,Amsterdam,Amsterdam Airport Schiphol,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Amsterdam,Amsterdam Airport Schiphol,KLM Royal Dutch Airlines,1
All Countries,United Kingdom,London,London City Airport,Others,Amsterdam,Amsterdam Airport Schiphol,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Rotterdam,Rotterdam The Hague Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Rotterdam,Rotterdam The Hague Airport,KLM Royal Dutch Airlines,1
All Countries,United Kingdom,London,London City Airport,Others,Rotterdam,Rotterdam The Hague Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Frankfurt,Frankfurt am Main Airport,Air Berlin,1
All Countries,United Kingdom,London,London City Airport,Others,Frankfurt,Frankfurt am Main Airport,Lufthansa,1
All Countries,United Kingdom,London,London City Airport,Others,Frankfurt,Frankfurt am Main Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Milano,Milano Linate Airport,Alitalia,1
All Countries,United Kingdom,London,London City Airport,Others,Milano,Milano Linate Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Zurich,Zürich Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Zurich,Zürich Airport,Air Berlin,1
All Countries,United Kingdom,London,London City Airport,Others,Rome,Leonardo da Vinci–Fiumicino Airport,Alitalia,1
All Countries,United Kingdom,London,London City Airport,Others,Rome,Leonardo da Vinci–Fiumicino Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Florence,Peretola Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Florence,Peretola Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Venice,Venice Marco Polo Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Paris,Paris-Orly Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Nantes,Nantes Atlantique Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Dublin,Dublin Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Brive,Brive Souillac Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Duesseldorf,Düsseldorf Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Dresden,Dresden Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Edinburgh,Edinburgh Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Nice,Nice-Côte d'Azur Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Aberdeen,Aberdeen Dyce Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Brest,Brest Bretagne Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Antwerp,Antwerp International Airport (Deurne),Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Stockholm,Stockholm-Arlanda Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Glasgow,Glasgow International Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Deauville,Deauville-Saint-Gatien Airport,Air France,1
All Countries,United Kingdom,London,London City Airport,Others,Isle Of Man,Isle of Man Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Others,Billund,Billund Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Spain,Malaga,Málaga Airport,Iberia Airlines,1
All Countries,United Kingdom,London,London City Airport,Spain,Malaga,Málaga Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Spain,Granada,Federico Garcia Lorca Airport,Iberia Airlines,1
All Countries,United Kingdom,London,London City Airport,Spain,Granada,Federico Garcia Lorca Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Spain,Palma de Mallorca,Palma De Mallorca Airport,Iberia Airlines,1
All Countries,United Kingdom,London,London City Airport,Spain,Palma de Mallorca,Palma De Mallorca Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Spain,Ibiza,Ibiza Airport,Iberia Airlines,1
All Countries,United Kingdom,London,London City Airport,Spain,Ibiza,Ibiza Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Spain,Madrid,Adolfo Suárez Madrid–Barajas Airport,Iberia Airlines,1
All Countries,United Kingdom,London,London City Airport,Spain,Madrid,Adolfo Suárez Madrid–Barajas Airport,British Airways,1
All Countries,United Kingdom,London,London City Airport,Spain,Menorca,Menorca Airport,British Airways,1
All Countries,United Kingdom,Others,Others,Spain,Palma de Mallorca,Palma De Mallorca Airport,Transavia France,9
All Countries,United Kingdom,Others,Others,Spain,Palma de Mallorca,Palma De Mallorca Airport,Ryanair,6
All Countries,United Kingdom,Others,Others,Spain,Palma de Mallorca,Palma De Mallorca Airport,easyJet,5
All Countries,United Kingdom,Others,Others,Spain,Alicante,Alicante International Airport,Ryanair,6
All Countries,United Kingdom,Others,Others,Spain,Alicante,Alicante International Airport,Transavia France,5
All Countries,United Kingdom,Others,Others,Spain,Alicante,Alicante International Airport,easyJet,5
All Countries,United Kingdom,Others,Others,Spain,Alicante,Alicante International Airport,Iberia Airlines,1
All Countries,United Kingdom,Others,Others,Spain,Malaga,Málaga Airport,Ryanair,6
All Countries,United Kingdom,Others,Others,Spain,Malaga,Málaga Airport,easyJet,5
All Countries,United Kingdom,Others,Others,Spain,Malaga,Málaga Airport,Transavia France,3
All Countries,United Kingdom,Others,Others,Spain,Malaga,Málaga Airport,Iberia Airlines,1
All Countries,United Kingdom,Others,Others,Spain,Tenerife,Tenerife South Airport,Transavia France,7
All Countries,United Kingdom,Others,Others,Spain,Tenerife,Tenerife South Airport,Ryanair,6
All Countries,United Kingdom,Others,Others,Spain,Arrecife,Lanzarote Airport,Ryanair,6
All Countries,United Kingdom,Others,Others,Spain,Arrecife,Lanzarote Airport,Transavia France,4
All Countries,United Kingdom,Others,Others,Spain,Arrecife,Lanzarote Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Spain,Ibiza,Ibiza Airport,Ryanair,6
All Countries,United Kingdom,Others,Others,Spain,Ibiza,Ibiza Airport,Transavia France,4
All Countries,United Kingdom,Others,Others,Spain,Ibiza,Ibiza Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Spain,Barcelona,Barcelona International Airport,easyJet,4
All Countries,United Kingdom,Others,Others,Spain,Barcelona,Barcelona International Airport,Ryanair,4
All Countries,United Kingdom,Others,Others,Spain,Barcelona,Barcelona International Airport,Iberia Airlines,1
All Countries,United Kingdom,Others,Others,Spain,Fuerteventura,Fuerteventura Airport,Ryanair,6
All Countries,United Kingdom,Others,Others,Spain,Fuerteventura,Fuerteventura Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Spain,Fuerteventura,Fuerteventura Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Spain,Gran Canaria,Gran Canaria Airport,Ryanair,5
All Countries,United Kingdom,Others,Others,Spain,Gran Canaria,Gran Canaria Airport,Transavia France,3
All Countries,United Kingdom,Others,Others,Spain,Murcia,San Javier Airport,Ryanair,5
All Countries,United Kingdom,Others,Others,Spain,Reus,Reus Air Base,Ryanair,4
All Countries,United Kingdom,Others,Others,Spain,Gerona,Girona Airport,Ryanair,4
All Countries,United Kingdom,Others,Others,Spain,Menorca,Menorca Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Spain,Menorca,Menorca Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Spain,Almeria,Almería International Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Spain,Valencia,Valencia Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Spain,Madrid,Adolfo Suárez Madrid–Barajas Airport,easyJet,1
All Countries,United Kingdom,Others,Others,United Kingdom,London,London Heathrow Airport,American Airlines,5
All Countries,United Kingdom,Others,Others,United Kingdom,London,London Heathrow Airport,Iberia Airlines,5
All Countries,United Kingdom,Others,Others,United Kingdom,London,London Heathrow Airport,British Airways,5
All Countries,United Kingdom,Others,Others,United Kingdom,London,London Gatwick Airport,easyJet,5
All Countries,United Kingdom,Others,Others,United Kingdom,London,London Gatwick Airport,British Airways,2
All Countries,United Kingdom,Others,Others,United Kingdom,London,London Luton Airport,easyJet,4
All Countries,United Kingdom,Others,Others,United Kingdom,London,London Stansted Airport,easyJet,2
All Countries,United Kingdom,Others,Others,United Kingdom,London,London Stansted Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,United Kingdom,London,London City Airport,British Airways,2
All Countries,United Kingdom,Others,Others,United Kingdom,Belfast,Belfast International Airport,easyJet,4
All Countries,United Kingdom,Others,Others,United Kingdom,Bristol,Bristol Airport,easyJet,4
All Countries,United Kingdom,Others,Others,United Kingdom,Londonderry,City of Derry Airport,Ryanair,3
All Countries,United Kingdom,Others,Others,United Kingdom,Edinburgh,Edinburgh Airport,easyJet,2
All Countries,United Kingdom,Others,Others,United Kingdom,Edinburgh,Edinburgh Airport,Air France,1
All Countries,United Kingdom,Others,Others,United Kingdom,Birmingham,Birmingham International Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,United Kingdom,Birmingham,Birmingham International Airport,easyJet,1
All Countries,United Kingdom,Others,Others,United Kingdom,Liverpool,Liverpool John Lennon Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,United Kingdom,Liverpool,Liverpool John Lennon Airport,easyJet,1
All Countries,United Kingdom,Others,Others,United Kingdom,Glasgow,Glasgow International Airport,easyJet,1
All Countries,United Kingdom,Others,Others,United Kingdom,Glasgow,Glasgow International Airport,Air France,1
All Countries,United Kingdom,Others,Others,United Kingdom,Prestwick,Glasgow Prestwick Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,United Kingdom,Newcastle,Newcastle Airport,easyJet,1
All Countries,United Kingdom,Others,Others,United Kingdom,Cardiff,Cardiff International Airport,Air France,1
All Countries,United Kingdom,Others,Others,United Kingdom,Manchester,Manchester Airport,easyJet,1
All Countries,United Kingdom,Others,Others,France,Paris,Charles de Gaulle International Airport,Air France,4
All Countries,United Kingdom,Others,Others,France,Paris,Charles de Gaulle International Airport,easyJet,3
All Countries,United Kingdom,Others,Others,France,Paris,Charles de Gaulle International Airport,Alitalia,2
All Countries,United Kingdom,Others,Others,France,Paris,Paris-Orly Airport,Air France,2
All Countries,United Kingdom,Others,Others,France,Bergerac,Bergerac-Roumanière Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,France,Bergerac,Bergerac-Roumanière Airport,Air France,2
All Countries,United Kingdom,Others,Others,France,Nice,Nice-Côte d'Azur Airport,easyJet,3
All Countries,United Kingdom,Others,Others,France,Nice,Nice-Côte d'Azur Airport,Air France,1
All Countries,United Kingdom,Others,Others,France,Carcassonne,Carcassonne Airport,Ryanair,4
All Countries,United Kingdom,Others,Others,France,Limoges,Limoges Airport,Ryanair,3
All Countries,United Kingdom,Others,Others,France,Limoges,Limoges Airport,Air France,1
All Countries,United Kingdom,Others,Others,France,Rennes,Rennes-Saint-Jacques Airport,Air France,2
All Countries,United Kingdom,Others,Others,France,La Rochelle,La Rochelle-Île de Ré Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,France,La Rochelle,La Rochelle-Île de Ré Airport,Air France,1
All Countries,United Kingdom,Others,Others,France,Nimes,Nîmes-Arles-Camargue Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,France,Dinard,Dinard-Pleurtuit-Saint-Malo Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,France,Brest,Brest Bretagne Airport,Air France,1
All Countries,United Kingdom,Others,Others,France,Montpellier,Montpellier-Méditerranée Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,France,Nantes,Nantes Atlantique Airport,Air France,1
All Countries,United Kingdom,Others,Others,France,Lyon,Lyon Saint-Exupéry Airport,Air France,1
All Countries,United Kingdom,Others,Others,Portugal,Faro,Faro Airport,Ryanair,7
All Countries,United Kingdom,Others,Others,Portugal,Faro,Faro Airport,Transavia France,5
All Countries,United Kingdom,Others,Others,Portugal,Faro,Faro Airport,easyJet,5
All Countries,United Kingdom,Others,Others,Portugal,Lisbon,Humberto Delgado Airport (Lisbon Portela Airport),easyJet,1
All Countries,United Kingdom,Others,Others,Portugal,Porto,Francisco de Sá Carneiro Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Portugal,Funchal,Madeira Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Poland,Krakow,Kraków John Paul II International Airport,Ryanair,4
All Countries,United Kingdom,Others,Others,Poland,Krakow,Kraków John Paul II International Airport,easyJet,3
All Countries,United Kingdom,Others,Others,Poland,Warsaw,Modlin Airport,Ryanair,3
All Countries,United Kingdom,Others,Others,Poland,Wroclaw,Copernicus Wrocław Airport,Ryanair,3
All Countries,United Kingdom,Others,Others,Poland,Gdansk,Gdańsk Lech Wałęsa Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Poland,Katowice,Katowice International Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Poland,Szczecin,"Szczecin-Goleniów ""Solidarność"" Airport",Ryanair,1
All Countries,United Kingdom,Others,Others,Poland,Rzeszow,Rzeszów-Jasionka Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Poland,Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Poland,Poznan,Poznań-Ławica Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Netherlands,Amsterdam,Amsterdam Airport Schiphol,KLM Royal Dutch Airlines,9
All Countries,United Kingdom,Others,Others,Netherlands,Amsterdam,Amsterdam Airport Schiphol,Alitalia,6
All Countries,United Kingdom,Others,Others,Netherlands,Amsterdam,Amsterdam Airport Schiphol,easyJet,5
All Countries,United Kingdom,Others,Others,Greece,Rhodos,Diagoras Airport,Transavia France,4
All Countries,United Kingdom,Others,Others,Greece,Rhodos,Diagoras Airport,Ryanair,3
All Countries,United Kingdom,Others,Others,Greece,Rhodos,Diagoras Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Greece,Kos,Kos Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Greece,Kos,Kos Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Greece,Chania,Chania International Airport,Ryanair,3
All Countries,United Kingdom,Others,Others,Greece,Kerkyra/corfu,Ioannis Kapodistrias International Airport,Ryanair,3
All Countries,United Kingdom,Others,Others,Greece,Heraklion,Heraklion International Nikos Kazantzakis Airport,Transavia France,2
All Countries,United Kingdom,Others,Others,Germany,Duesseldorf,Düsseldorf Airport,Lufthansa,3
All Countries,United Kingdom,Others,Others,Germany,Duesseldorf,Düsseldorf Airport,Germanwings,2
All Countries,United Kingdom,Others,Others,Germany,Berlin,Berlin-Schönefeld Airport,easyJet,3
All Countries,United Kingdom,Others,Others,Germany,Berlin,Berlin-Schönefeld Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Germany,Berlin,Berlin-Tegel Airport,Germanwings,1
All Countries,United Kingdom,Others,Others,Germany,Frankfurt,Frankfurt am Main Airport,Lufthansa,2
All Countries,United Kingdom,Others,Others,Germany,Munich,Munich Airport,Lufthansa,1
All Countries,United Kingdom,Others,Others,Germany,Hamburg,Hamburg Airport,Germanwings,1
All Countries,United Kingdom,Others,Others,Turkey,Dalaman,Dalaman International Airport,Transavia France,6
All Countries,United Kingdom,Others,Others,Turkey,Bodrum,Milas Bodrum International Airport,Transavia France,2
All Countries,United Kingdom,Others,Others,Turkey,Bodrum,Milas Bodrum International Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Turkey,Istanbul,Atatürk International Airport,Turkish Airlines,1
All Countries,United Kingdom,Others,Others,Turkey,Izmir,Adnan Menderes International Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Turkey,Antalya,Antalya International Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Italy,Pisa,Pisa International Airport,Ryanair,4
All Countries,United Kingdom,Others,Others,Italy,Bergamo,Il Caravaggio International Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Italy,Treviso,Treviso-Sant'Angelo Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Italy,Rome,Ciampino–G. B. Pastine International Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Italy,Venice,Venice Marco Polo Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Italy,Naples,Naples International Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Ireland,Dublin,Dublin Airport,Ryanair,6
All Countries,United Kingdom,Others,Others,Ireland,Connaught,Ireland West Knock Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Ireland,Cork,Cork Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Ireland,Shannon,Shannon Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,United States,New York,Newark Liberty International Airport,United Airlines,3
All Countries,United Kingdom,Others,Others,United States,New York,Newark Liberty International Airport,Lufthansa,3
All Countries,United Kingdom,Others,Others,United States,Philadelphia,Philadelphia International Airport,US Airways,1
All Countries,United Kingdom,Others,Others,United States,Philadelphia,Philadelphia International Airport,American Airlines,1
All Countries,United Kingdom,Others,Others,United States,Orlando,Orlando International Airport,Delta Air Lines,1
All Countries,United Kingdom,Others,Others,Cyprus,Larnaca,Larnaca International Airport,Transavia France,4
All Countries,United Kingdom,Others,Others,Cyprus,Larnaca,Larnaca International Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Cyprus,Paphos,Paphos International Airport,Transavia France,3
All Countries,United Kingdom,Others,Others,Malta,Malta,Malta International Airport,Ryanair,5
All Countries,United Kingdom,Others,Others,Malta,Malta,Malta International Airport,easyJet,2
All Countries,United Kingdom,Others,Others,Norway,Stavanger,Stavanger Airport Sola,Scandinavian Airlines System,2
All Countries,United Kingdom,Others,Others,Norway,Sandefjord,"Sandefjord Airport, Torp",Ryanair,1
All Countries,United Kingdom,Others,Others,Norway,Bergen,Bergen Airport Flesland,Scandinavian Airlines System,1
All Countries,United Kingdom,Others,Others,Norway,Oslo,Oslo Lufthavn,Scandinavian Airlines System,1
All Countries,United Kingdom,Others,Others,Jersey,Jersey,Jersey Airport,easyJet,4
All Countries,United Kingdom,Others,Others,Jersey,Jersey,Jersey Airport,Air France,1
All Countries,United Kingdom,Others,Others,Denmark,Copenhagen,Copenhagen Kastrup Airport,Scandinavian Airlines System,4
All Countries,United Kingdom,Others,Others,United Arab Emirates,Dubai,Dubai International Airport,Qantas,3
All Countries,United Kingdom,Others,Others,Tunisia,Enfidha,Enfidha - Hammamet International Airport,Transavia France,3
All Countries,United Kingdom,Others,Others,Switzerland,Geneva,Geneva Cointrin International Airport,easyJet,2
All Countries,United Kingdom,Others,Others,Latvia,Riga,Riga International Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Lithuania,Vilnius,Vilnius International Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Lithuania,Kaunas,Kaunas International Airport,Ryanair,1
All Countries,United Kingdom,Others,Others,Slovakia,Bratislava,M. R. Štefánik Airport,Ryanair,2
All Countries,United Kingdom,Others,Others,Morocco,Marrakech,Menara Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Mexico,Cancun,Cancún International Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Croatia,Dubrovnik,Dubrovnik Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Sweden,Stockholm,Stockholm-Arlanda Airport,Scandinavian Airlines System,1
All Countries,United Kingdom,Others,Others,Egypt,Sharm El Sheikh,Sharm El Sheikh International Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Cape Verde,Boa Vista,Rabil Airport,Transavia France,1
All Countries,United Kingdom,Others,Others,Isle of Man,Isle Of Man,Isle of Man Airport,easyJet,1
All Countries,United Kingdom,Others,Others,Belgium,Brussels,Brussels Airport,United Airlines,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Palma de Mallorca,Palma De Mallorca Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Palma de Mallorca,Palma De Mallorca Airport,Transavia France,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Palma de Mallorca,Palma De Mallorca Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Tenerife,Tenerife South Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Tenerife,Tenerife South Airport,Transavia France,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Tenerife,Tenerife South Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Barcelona,Barcelona International Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Barcelona,Barcelona International Airport,Iberia Airlines,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Alicante,Alicante International Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Alicante,Alicante International Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Fuerteventura,Fuerteventura Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Arrecife,Lanzarote Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Santander,Santander Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Madrid,Adolfo Suárez Madrid–Barajas Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Malaga,Málaga Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,Spain,Gran Canaria,Gran Canaria Airport,Ryanair,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,London,London Heathrow Airport,American Airlines,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,London,London Heathrow Airport,Iberia Airlines,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,London,London Heathrow Airport,British Airways,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,London,London Gatwick Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,London,London Gatwick Airport,British Airways,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,London,London Luton Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,London,London Stansted Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,London,London City Airport,British Airways,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,Belfast,Belfast International Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,Southend,Southend Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,Bristol,Bristol Airport,easyJet,1
All Countries,United Kingdom,Others,Edinburgh Airport,United Kingdom,Cardiff,Cardiff International Airport,Air France,1
All Countries,United Kingdom,Others,Edinburgh Airport,France,Paris,Charles de Gaulle International Airport,Air France,1
All Countries,United Kingdom,Others,Edinburgh Airport,France,Paris,Charles de Gaulle International Airport,easyJet,1
